14,male,Amelio,O,Vargas,SR,3840 Charack Road,Jeffersonville,IN,47130,Bouricipt,812-283-1440,1,6/29/97,315-70-3986,149.6,"5' 8""",18,raighoo1ieK
15,male,Sotero,H,Lomeli,JR,2260 Ersel Street,Dallas,TX,75202,Reverick,214-431-1686,1,7/17/99,632-76-5174,195.6,"6' 0""",25,eeK2eetheiT
16,female,Lisa,L,Pizano,JR,2102 State Street,Saint Louis,MO,63146,Upoichis,314-233-0519,1,12/23/99,490-15-7799,160.6,"5' 1""",10,Ahs5oo5soo
17,male,Giuliano,V,Peres,JR,3902 Lowndes Hill Park Road,Bakersfield,CA,93301,Enone1999,661-365-2786,1,6/2/99,618-66-3083,206.1,"5' 7""",5,phie9iNgeiK
18,male,Edelio,P,Ontiveros,JR,1199 Small Street,New York,NY,10007,Thaskilly99,212-805-5226,1,12/19/99,108-42-2978,202.4,"6' 3""",17,quahSh9ah
19,female,Lilja,O,Henriksson,SR,2054 Heavens Way,Venice,FL,34285,Shmisting1997,941-882-9223,1,8/9/97,590-28-8211,173.6,"5' 5""",6,Die1naiB0e
20,female,Shannon,J,Carroll,FR,2533 Coburn Hollow Road,Peoria,IL,61602,Thately2001,309-414-3736,1,3/25/01,332-76-5265,169.4,"5' 7""",4,aenahThi8
21,female,Kathleen,J,Nestor,JR,804 Lynn Avenue,Appleton,WI,54913,Moulde1998,715-490-4318,1,4/30/98,392-72-3634,176.2,"5' 3""",4,iChoGha1
22,male,Meng,F,Mao,SR,2522 Melville Street,Fulton,TN,42041,Sublaid,731-479-5635,1,3/29/97,408-89-7340,224.6,"6' 0""",9,XichuaMet4f
23,female,Chloe,A,Cortés,FR,114 Berkley Street,Eagleville,PA,19403,Parthe,484-824-9569,1,4/19/01,198-68-9265,117.5,"5' 8""",25,Oom3cieCu
24,female,Georgina,J,Buckley,SR,3406 Woodrow Way,Houston,TX,77006,Manclook,936-299-9693,1,7/30/96,465-71-3914,115.5,"5' 6""",14,sooNgoh7za
25,female,Linn,N,Petersson,SP,4134 Deercove Drive,Dallas,TX,75247,Figother,214-966-0648,1,9/4/00,642-38-4868,190.5,"5' 9""",10,iedohH3fie
26,female,Melina,H,Nyberg,SP,2029 Duncan Avenue,Whitestone,NY,11357,Welinigh,917-538-7190,1,5/13/00,119-70-6161,181.7,"5' 4""",6,Jeiz7poh7fu
27,male,Claro,R,Velázquez,FR,4113 Lunetta Street,Polk City,FL,33868,Giffer,941-266-2340,1,9/20/01,767-44-8344,194.9,"6' 0""",10,geiGheehau2
28,male,Sean,C,Palmer,FR,1621 Ferguson Street,S Boston,MA,2127,Thare2001,508-461-4784,1,6/13/01,029-01-7406,145,"6' 2""",3,uoC7aiJo
29,male,Kai,E,Walters,SR,4903 Cherry Tree Drive,Jacksonville,FL,32216,Youct1996,904-315-9218,1,9/30/96,264-47-9158,227.5,"6' 2""",3,ZahSaidae5
30,female,Danielle,A,Leonard,SR,2656 Wayback Lane,Smithtown,NY,11787,Proom1996,631-406-0910,1,3/25/96,118-44-1717,157.5,"5' 1""",20,iey8suaKo8
31,female,Scarlett,F,Gallagher,JR,343 Andell Road,Nashville,TN,37209,Oppolse98,615-218-1607,1,10/28/98,413-86-3006,133.8,"5' 2""",16,Sa3yeesh7ai
32,female,Olina,F,Samaniego,SR,1226 Drummond Street,Newark,NJ,7102,Mempeng,973-232-0001,1,9/13/96,157-64-2810,168.3,"5' 4""",6,eiPu8kech
33,male,Darwin,I,Pena,FR,640 Diamond Cove,Providence,RI,2903,Derred,401-404-9013,1,8/14/01,036-48-7774,145,"5' 7""",1,Quoh3xahgoh
34,female,Qiong,C,Tseng,SR,2853 Pinewood Drive,Wheeling,IL,60090,Babot1997,847-821-3271,1,1/19/97,336-34-1502,196,"5' 5""",3,eenoShien6Ph
35,female,Anna,L,Fitzgerald,SP,4945 Goodwin Avenue,Pullman,WA,99163,Frompleat,509-333-0994,1,3/30/00,532-54-9521,103.6,"5' 2""",20,Tae0ig6eida
36,male,Ayub,V,Gustavsson,FR,759 Farland Avenue,Brackettville,TX,78832,Excitind,830-563-0017,1,3/26/01,644-94-4118,124.5,"5' 10""",19,woh7ahcieM
37,male,Meng,W,Hsueh,SR,2744 Elsie Drive,Aberdeen,SD,57401,Whounner1996,605-250-3959,1,9/30/96,504-31-8257,197.8,"5' 9""",17,choo3oyieGu
38,female,Park,G,Tao,SR,1182 Adams Drive,Houston,TX,77027,Rivertand,979-393-2117,1,6/25/97,465-30-8720,114.6,"5' 3""",25,phahToh8la
39,female,Åsa,R,Hansson,SR,1764 Roy Alley,Westminster,CO,80030,Goodue,303-868-6176,1,8/5/96,651-36-4772,132.2,"5' 5""",14,UeShech4eer
40,female,Scarlett,J,Webster,SR,4462 Columbia Mine Road,Tunnelton,WV,26444,Cose1997,304-568-1319,1,4/7/97,234-14-2693,150.7,"5' 3""",17,OhF6zeis8
41,female,Rong,C,Hsueh,FR,2328 Walnut Avenue,Ridgewood,NJ,7450,Refes2001,201-493-4758,1,6/11/01,155-84-5294,163,"5' 9""",22,kohyeiGea3j
42,male,Lester,L,Allen,SR,3888 Cabell Avenue,Arlington,VA,22202,Clumadich,703-604-5169,1,6/9/97,697-01-6656,209,"5' 8""",13,eniek7Fi
43,male,Sebastian,B,Craig,SR,1081 Taylor Street,New York,NY,10007,Menced,914-649-3461,1,2/12/97,122-40-4785,140.1,"6' 0""",16,Ya7Ilahch
44,female,Da-Xia,C,Ch'ang,SP,1229 Walnut Street,Vicksburg,MS,39180,Andoned,601-634-4319,1,2/21/00,427-92-2127,105.2,"5' 3""",7,EPh2iu3Ne6ei
45,male,Billy,W,Bowen,FR,4707 Catherine Drive,West Fargo,ND,58078,Reamost,701-281-6497,1,8/26/01,502-20-3176,142.6,"5' 6""",2,chowaa5Ohn7k
46,female,Suray,J,Miranda,SR,2001 Benedum Drive,Middletown,NY,10940,Brenceing95,845-283-9745,1,10/3/95,134-68-2777,163.7,"5' 3""",9,iyahW5iayi
47,female,Geneva,L,Bailey,SP,4651 Hanover Street,Whitestone,NY,11357,Ocespeat,917-685-1919,1,3/15/00,103-88-4647,195.4,"5' 1""",4,IeC2phahnai
48,female,Lei,P,Tsou,SR,4633 Jadewood Farms,Livingston,NJ,7039,Dartakifinee1997,973-422-9953,1,11/21/97,142-60-4470,202.8,"5' 3""",16,ug2dahsh9Ah
49,female,Ling,D,Liang,JR,3995 Oliverio Drive,Galva,KS,67443,Whosse,620-654-7788,1,1/20/98,513-06-7253,163.5,"5' 2""",16,niepahz9Ru
50,female,Yue Yan,X,Ni,JR,1242 Ethels Lane,Okeechobee,FL,33472,Neave1999,863-623-8483,1,2/8/99,767-07-6107,141.7,"5' 2""",13,Yee5eoSo
51,male,Kang,X,Tao,JR,1824 Ryder Avenue,Renton,WA,98055,Vuld1999,425-314-4356,1,4/9/99,536-08-0796,145.4,"5' 6""",5,quaec1Eisae
52,female,Laura,K,Shaw,SP,2252 Overlook Drive,Muncie,IN,47305,Enly2000,765-284-0781,1,10/7/00,305-78-5014,186.8,"5' 3""",13,ood8Beech
53,female,Allison,G,Salcido,JR,389 Wescam Court,Carson City,NV,89701,Therappery,775-886-7776,1,3/18/98,680-50-4608,192.1,"5' 8""",10,aijoh7Ed9x
54,male,Kang,H,Tsao,JR,456 Nickel Road,City Of Commerce,CA,90040,Hichislon,626-688-8449,1,9/11/98,548-58-0162,173.1,"5' 7""",15,ieSh4Iepai
55,male,Ernest,S,Harris,JR,4474 Stratford Court,Hillsborough,NC,27278,Therhang,919-732-5973,1,6/20/99,686-09-8101,213,"5' 7""",23,authohp1Ie
56,male,Lei,Z,Li,SR,820 Clinton Street,Newark,PA,19714,Haves1997,484-996-6970,1,1/19/97,203-07-6641,231.4,"5' 10""",25,ata2shaeFei
57,male,Michael,B,Emery,SP,2665 Pike Street,San Diego,CA,92123,Theresympare2000,858-552-0034,1,1/21/00,546-87-3707,170.7,"5' 4""",19,eisee6La2
58,male,Randy,A,Vernon,JR,197 Sigley Road,White Cloud,KS,66094,Earld1998,785-595-5460,1,10/14/98,509-27-4525,128.9,"5' 9""",9,Xohg1aiBoo
59,female,Viola,N,Lovelace,SR,3627 Hillcrest Avenue,Boston,MA,2215,Spirly,781-858-0636,1,5/17/96,023-42-5730,122.3,"5' 1""",19,rae1Xuu0soh
60,female,Dominga,W,Hammon,JR,4543 Losh Lane,Mckeesport,PA,15132,Befordow,412-678-1785,1,8/20/98,172-22-0158,178.9,"5' 4""",25,iePhohch8
61,female,Karen,N,Gastelum,SP,2491 Nutters Barn Lane,Urbandale,IA,50322,Wervaing2000,515-778-7837,1,12/20/00,483-15-7979,112.4,"5' 3""",1,yoJish9jei
62,female,Darlene,R,Tharp,SP,1856 Cedar Street,Earle,AR,72331,Shome2000,870-792-9436,1,11/29/00,677-09-8372,171.4,"5' 3""",24,icee2wohR
63,female,Centola,E,Puga,JR,4254 Fleming Street,Montgomery,AL,36107,Washoss,334-401-5408,1,8/30/99,417-50-6881,101.4,"5' 1""",17,CaZ8agaiwie
64,male,Benjamin,I,James,JR,2045 Wayside Lane,Oakland,CA,94612,Owayll,510-241-7512,1,2/23/99,561-31-7489,127.2,"5' 10""",25,IPahrei4thu
65,male,Omar,L,Head,SR,322 Duck Creek Road,Daly City,CA,94015,Tandy1996,650-755-0627,1,7/10/96,603-39-1635,220.9,"6' 1""",16,Ou1Daxah
66,female,Ligia,A,Ruiz,SR,2549 Round Table Drive,Morning Sun,OH,45311,Sping1996,513-796-9114,1,10/31/96,271-30-7161,119,"5' 5""",1,Eiphoogi8ae
67,female,Ying,H,Fu,JR,1000 Burnside Court,Phoenix,AZ,85034,Awasuard,602-400-2477,1,1/8/98,764-05-6149,205.9,"5' 4""",24,dei8Uapi
68,female,Donatela,V,Segura,SP,4877 Freedom Lane,Lodi,CA,95240,Samsexhadve,209-331-5033,1,10/14/00,558-57-9403,160.8,"5' 3""",2,si1aiK9ai
69,female,Niamh,T,Burgess,SR,4444 Patterson Road,Garden City,NY,11530,Doons1997,718-877-5839,1,1/3/97,052-58-4028,192.5,"5' 6""",23,QuooVae1a
70,female,Bo,S,Chang,FR,1479 Pineview Drive,Cambridge,MA,2141,Thous2001,508-203-3095,1,1/14/01,010-03-7324,174.5,"5' 3""",10,Ahpokoho7Ei
71,female,Eva,E,Pollard,JR,2356 Jones Street,Fort Worth,TX,76102,Sualind1999,817-520-0688,1,8/9/99,643-80-9691,162.8,"5' 7""",23,wieraifieW2
72,male,Jack,I,Reid,SR,2412 Aspen Court,Boston,MA,2109,Whons1997,617-426-0105,1,11/15/97,027-70-4353,153.1,"6' 1""",24,VooC5choo
73,female,Eva,R,Browne,SR,2960 Duke Lane,Woodbridge,NJ,7095,Siteve,732-750-3347,1,4/3/97,140-36-7174,212.3,"5' 5""",3,oow7voMoh6
74,female,Mingmei,W,Ch'ang,JR,1012 Ritter Avenue,Center Line,MI,48015,Gedge1998,586-755-9881,1,8/8/98,372-60-5858,202.8,"5' 6""",18,beceex8Ai
75,male,Magno,E,Maestas,SP,3156 Kuhl Avenue,Atlanta,GA,30303,Wassecove,678-727-2669,1,10/31/00,259-30-1038,152.7,"6' 2""",15,iogo1feiTo
76,female,Molly,R,Daniels,JR,2865 Arbor Court,Ten Sleep,WY,82442,Yead1998,307-366-5934,1,7/19/98,520-36-2636,117.9,"5' 3""",15,eehieg9Dohh
77,male,Viktor,A,Söderberg,JR,4491 Davis Lane,Denver,CO,80216,Obse1999,720-352-3990,1,9/17/99,522-76-6398,209.4,"5' 11""",14,yeiHeth2aiqu
78,female,Malin,N,Holm,SR,2144 Rainbow Drive,Canton,OH,44702,Xylismand,330-450-1554,1,4/17/96,298-72-2618,146.3,"5' 6""",15,ieshuM0S
79,male,Narkis,D,Guajardo,JR,271 B Street,Shoreview,MN,55126,Appont1998,651-494-0604,1,2/2/98,475-20-2562,213.2,"6' 3""",10,poar6Xaik
80,male,Robert,S,Shea,SR,3804 Circle Drive,Houston,TX,77063,Eack1996,832-465-8196,1,12/21/96,463-55-2521,222,"5' 7""",12,Ba8eeph6Aeph
81,male,Orson,A,Munguia,JR,1481 Cecil Street,Chicago,IL,60606,Inks1999,312-309-7752,1,3/9/99,341-68-9293,120.3,"5' 10""",6,OoNg7beeth
82,female,Iriel,E,Casares,FR,4699 Hog Camp Road,Park Forest,IL,60466,Ruiter,708-481-5843,1,1/16/01,322-86-1189,142.1,"5' 8""",8,shaebaeQu3oo
83,female,Qiao,H,Lung,SR,3389 Chapmans Lane,Ruidoso,NM,88345,Mannever,505-808-6928,1,1/9/97,585-86-7889,127.2,"5' 1""",11,AT7yi5utezae
84,male,Patrick,L,Hall,SR,2545 Stout Street,Carlisle,PA,17013,Brom1996,717-385-4028,1,6/9/96,191-80-5931,146.5,"6' 1""",9,Auvoesoo9
85,female,Xia,D,T'ien,SP,1476 Kincheloe Road,Portland,OR,97205,Scland,503-510-7758,1,9/28/00,542-92-6115,193.2,"5' 2""",19,teo0Aphiej2
86,male,Jason,A,Dolphin,JR,265 Heather Sees Way,Tulsa,OK,74120,Glead1998,918-671-8461,1,9/11/98,447-26-5790,206.8,"5' 7""",23,Oa3aerien
87,female,Arandu,J,Barragán,JR,2774 Goff Avenue,Grand Rapids,MI,49508,Glond1998,269-585-0305,1,2/13/98,382-84-2128,178.9,"5' 6""",4,zi7Naing7Of
88,male,Ryan,G,Payne,JR,4206 West Virginia Avenue,Chazy,NY,12921,Hishossn98,518-846-2466,1,2/16/98,107-18-6891,173.6,"5' 8""",3,john3Iex2
89,female,Melanie,P,Schlenker,FR,821 Gandy Street,Kirkwood,MO,63122,Theseed,314-984-3413,1,4/29/01,493-01-2329,105.8,"5' 5""",5,ti8Lah1Oo
90,female,Thindra,T,Berg,JR,4378 Sussex Court,Coper Cove,TX,76566,Youblauthe,254-392-6410,1,11/21/99,467-87-2220,139.9,"5' 1""",13,ohp5ohW5ei
91,male,Marcus,T,Danielsson,SP,381 Abner Road,Poplar,WI,54864,Baddirity,715-364-2529,1,2/17/00,396-11-6550,142.1,"5' 9""",25,Rai9coteeNee
92,female,Suzanne,D,Luna,SP,451 Sampson Street,Aurora,CO,80015,Holt2000,303-627-5777,1,11/28/00,651-12-8389,155.5,"5' 5""",5,wachohHu5u
93,male,Guang,X,Wei,SR,711 Frederick Street,El Paso,TX,79915,Theara,915-831-7145,1,12/13/97,456-87-8730,216.5,"5' 11""",14,Av4aiVu3
94,female,Harriet,H,McLean,SR,3541 Crowfield Road,Phoenix,AZ,85034,Seeck1996,602-931-9826,1,10/14/96,527-87-0936,107.1,"5' 3""",16,ohW9iehei
95,female,Sarah,J,Davison,JR,2701 Twin Oaks Drive,Grand Rapids,MI,49503,Owereed,231-498-8948,1,2/26/99,380-90-8823,139,"5' 5""",7,Ieseimee5
96,female,Yi Min,S,Wan,SR,4181 Lynn Ogden Lane,Beaumont,TX,77701,Thernew1995,409-757-8852,1,11/17/95,462-25-9417,158.6,"5' 7""",12,que6theis1Ai
97,male,Thiago,T,Vera,JR,1033 Grim Avenue,San Diego,CA,92121,Evishadef,619-797-9703,1,5/27/99,561-63-1318,205.5,"5' 10""",18,EeFie0xae
98,female,Lykke,R,Petersson,SR,4580 Derek Drive,Warren,OH,44481,Wituse1996,330-399-8410,1,4/15/96,282-24-4010,128.5,"5' 8""",19,iWaem2meek
99,female,Winni,U,Callas,SR,466 Buckhannan Avenue,East Syracuse,NY,13057,Wayshorn1997,315-408-4401,1,8/3/97,071-22-9666,117,"5' 2""",8,auDoh2ch
100,female,Meris,A,Medina,SP,1279 Ingram Street,New Burlington,OH,45177,Fromens,937-488-9753,1,4/29/00,275-02-3503,179.7,"5' 5""",8,Zoh8chahChei
101,female,Othilia,M,Mårtensson,SR,3644 Parkway Drive,Tucson,AZ,85712,Ablempling,520-508-9673,1,11/29/95,527-99-0609,180,"5' 8""",16,ieX2hieghoo
102,male,Cesar,S,Lindgren,JR,4580 Cody Ridge Road,Guymon,OK,73942,Ration,580-523-9952,1,11/8/98,446-09-5249,181.7,"5' 9""",5,ohK2iev8ch
103,female,Thilda,C,Fransson,SP,4135 Pinnickinnick Street,Keansburg,NJ,7734,Looris,732-787-6517,1,8/29/00,154-24-7886,170.9,"5' 3""",23,Ogh7uwai7
104,male,Fredrick,I,Collins,SR,4508 Andy Street,Britton,SD,57430,Upast1995,605-448-0936,1,10/16/95,503-05-5251,242,"5' 6""",12,hai8foG3e
105,male,Allan,T,Blomqvist,SP,1294 Godfrey Road,New York,NY,10011,Dewend,212-555-8635,1,9/9/00,097-80-9066,138.4,"5' 8""",5,sho0Thoo
106,female,Ane,I,Quiroz,SR,4948 Boone Crockett Lane,Arlington,WA,98223,Addere,360-435-1042,1,3/4/96,537-16-2189,138.6,"5' 3""",10,Chor0shou5
107,female,Estelle,P,Löfgren,SP,2905 Park Boulevard,Urbandale,IA,50322,Weenducte,641-583-0687,1,10/24/00,484-56-4059,108.9,"5' 6""",18,iepeChai2ie
108,female,Zuleica,M,Arteaga,SR,2598 Neuport Lane,Panola,GA,30058,Turet1995,770-322-5637,1,10/28/95,257-37-7101,120.1,"5' 6""",19,Az0cha4ee
109,female,Rojin,N,Strömberg,SR,4774 Bird Street,Albuquerque,NM,87102,Junter,505-658-9761,1,9/5/97,648-24-7629,121.2,"5' 1""",13,Edeeboo4
110,female,Connie,S,Rivera,SR,4981 Roane Avenue,Laurel,MD,20707,Etescashout,301-206-0684,1,3/2/96,215-75-6215,152.5,"5' 7""",19,afi8aiVae
111,male,Zak,B,Potter,JR,1483 Kerry Way,Gardena,CA,90248,Mome1998,562-884-1932,1,6/13/98,618-96-8618,197.8,"6' 3""",2,ogh2EeQu6
112,female,Mildred,J,Butler,SR,2555 Cambridge Drive,Phoenix,AZ,85003,Randly,623-734-5728,1,4/27/96,601-33-7175,206.1,"5' 2""",12,Eih5koic9mee
113,female,Summer,S,Moore,JR,2111 Poplar Chase Lane,Lewiston,ID,83501,Ficall,208-299-1454,1,4/30/99,518-11-4210,145.9,"5' 3""",15,xo5Aph4iu4
114,female,Lo,M,Persson,SR,1414 Lady Bug Drive,Queens,NY,11430,Youstre,718-995-7619,1,10/21/96,093-60-1368,166.1,"5' 2""",22,woyohXu6bie
115,female,Dana,W,Arce,FR,963 Khale Street,Charleston,SC,29424,Adaund2001,843-654-8399,1,9/21/01,251-62-6648,136,"5' 0""",14,aehai6Dai
116,female,Cesare,J,Merino,FR,2904 Jerry Dove Drive,Myrtle Beach,SC,29577,Andars,843-451-5612,1,8/6/01,248-67-1590,187.4,"5' 5""",16,woo1cie9Ii
117,male,Goliard,D,Tapia,JR,4645 Bottom Lane,Williamsville,NY,14221,Beggrear,716-730-0835,1,1/4/98,130-09-4648,169.2,"6' 2""",19,Fahrohy8A
118,male,Daryl,M,Alcaraz,JR,923 Stockert Hollow Road,Sammamish,WA,98053,Litarly99,425-898-2711,1,8/23/99,534-24-7124,210.8,"6' 2""",9,Phup2fuo3ux
119,male,Naim,M,Brito,SR,3044 Lawman Avenue,Fairfax,VA,22032,Difuld,703-249-6792,1,3/4/97,223-09-9808,125.8,"6' 0""",16,ni2oiYe9aarai
120,female,Idumea,E,Fajardo,SR,4830 Pennsylvania Avenue,Red Bank,NJ,7701,Hathers1996,732-345-2075,1,6/19/96,144-16-8999,167.4,"5' 8""",21,uizaiso7Ar
121,male,Park,Q,Kang,JR,4716 College Street,Atlanta,GA,30305,Behend,404-365-6562,1,6/1/98,254-69-5021,146.1,"5' 10""",21,ki8ieHoh6
122,male,Daniel,A,Whitehouse,SP,2660 Murry Street,Norfolk,VA,23502,Thury2000,757-472-2098,1,3/1/00,227-22-6079,219.8,"6' 0""",6,Joos6La6ph
123,female,Emma,O,Spencer,SR,1993 Hood Avenue,San Diego,CA,92103,Liffaved,858-764-2469,1,12/13/96,566-88-5576,202.6,"5' 7""",23,fie0EeHijai
124,female,Tyra,A,Turner,SR,4894 Lunetta Street,Wichita Falls,TX,75763,Youle1997,940-851-2087,1,4/30/97,464-65-3349,179.1,"5' 6""",16,aij2YaimeiJei
125,male,Escolástico,T,Gurule,SP,479 Hill Haven Drive,Waco,TX,76706,Roughtne,254-291-2370,1,2/25/00,455-24-5866,165.2,"5' 5""",14,Hah8ea1ku0j
126,female,Li,W,Kê,FR,2645 Locust Court,Pomona,CA,91766,Degave,562-485-0702,1,3/17/01,559-79-3316,132.9,"5' 2""",13,VuaJ7Ootho
127,female,Guilleuma,I,Alanis,SR,3496 Thompson Street,Long Beach,CA,90802,Tainest,562-536-7086,1,8/2/96,561-91-1477,206.6,"5' 3""",1,ogeNohV3u
128,male,Jacob,L,Walker,SR,3863 Cody Ridge Road,Oklahoma City,OK,73129,Knothe,580-441-5975,1,6/5/97,444-06-8028,224.2,"6' 2""",5,thohlee2Sh
129,female,Faye,A,Harris,JR,3816 Clay Street,Indianapolis,IN,46220,Stim1999,317-465-0883,1,11/9/99,310-46-9144,154,"5' 0""",19,aeMoog7The
130,female,Yue Ying,G,Yin,SP,4085 Better Street,Kansas City,KS,66101,Postra,913-342-5098,1,8/5/00,514-62-0921,128.5,"5' 6""",8,feixoog4Cu
131,female,Tarsicia,D,Garay,JR,4815 Walnut Avenue,Kellogg,ID,83837,Jame1999,208-784-4124,1,9/6/99,518-80-8255,130.2,"5' 6""",2,oNah2gein
132,female,Margaret,C,Castle,JR,2845 Sugarfoot Lane,Lafayette,IN,47904,Nothemould,765-448-9807,1,9/27/99,306-34-0948,186.3,"5' 9""",20,yaiph7eiF7oh
133,male,Michael,R,Gordon,FR,2074 Marion Drive,Tampa,FL,33619,Gualterfing,813-476-8930,1,3/24/01,594-93-8824,123.6,"5' 5""",20,sa1Die7ee
134,female,Rong,H,Chung,JR,3024 Coal Road,Pittston,PA,18640,Camonwarld1999,570-612-1903,1,6/25/99,204-72-2090,127.8,"5' 3""",16,IShaeZ7Oor
135,male,Manchu,P,Fan,SR,1887 Golf Course Drive,Herndon,VA,22070,Frok1996,703-406-0611,1,6/5/96,231-45-5489,220.9,"6' 2""",19,gieShiequ0Oo
136,female,Dalal,I,Carreón,SR,3470 Brown Avenue,Laurens,SC,29360,Twitanigived,864-983-1880,1,12/31/95,654-12-0110,183.7,"5' 1""",11,EeZa2aneiroo
137,female,Xochilt,T,Aguirre,SR,2623 Junior Avenue,Atlanta,GA,30303,Spinckess,404-653-8468,1,9/6/96,254-22-7819,136,"5' 3""",13,ov2looWou
138,female,Nanna,A,Carlsson,SR,3123 Green Hill Road,Farmington,AR,72730,Areast,479-266-0939,1,7/30/96,676-07-2602,119.7,"5' 1""",18,oReengo5tha
139,female,Queta,Y,Rosado,SP,964 County Line Road,St George,FL,34683,Oted2000,727-789-0406,1,7/3/00,771-24-8515,123,"5' 5""",2,EeMeh1oe
140,male,Pierre,K,Hellström,SP,2654 Lynn Ogden Lane,Galveston,TX,77550,Mincerety00,409-770-4504,1,6/24/00,637-26-6477,198.2,"6' 2""",10,awe8eneeJei
141,male,Ezio,E,Lugo,JR,1825 West Fork Drive,Miami,FL,33169,Saine1998,954-446-5317,1,5/12/98,769-38-5557,143.9,"5' 8""",12,neiQu8Mai
142,female,Eva,L,Gray,SR,2159 Worthington Drive,Richardson,TX,75081,Whouse,972-644-0393,1,7/16/97,461-12-5223,119,"5' 6""",15,Ahdoh4Uu
143,male,Jacob,E,Thomson,JR,2161 Oral Lake Road,Minneapolis,MN,55415,Hyderette,952-484-8183,1,10/10/98,471-07-8685,213.4,"5' 10""",2,xeiRiox5oo
144,male,Alfie,R,Bradley,SR,4058 Mandan Road,Manchester,MO,63011,Daysioss,573-855-0194,1,4/29/97,493-88-8111,231.7,"5' 10""",24,iaghie9Za
145,female,Ruby,K,Gregg,SR,4658 Alpha Avenue,Jacksonville,FL,32256,Youch1996,904-226-0562,1,8/10/96,766-22-5527,149.4,"5' 1""",3,he2ahmiPoo2z
146,male,William,S,Tyson,SR,2228 Glen Street,Paducah,KY,42001,Liffeccand,270-386-3735,1,11/19/95,403-04-8932,218.9,"5' 8""",3,Efoh1Ze6
147,male,Cástor,G,Cepeda,JR,276 Breezewood Court,Arkansas City,KS,67005,Lond1999,620-442-2855,1,9/21/99,514-92-1814,161.9,"6' 2""",7,Ohsaoz4ae
148,female,Kathy,M,Williams,SR,743 Williams Avenue,Edwards,CA,93523,Dembir,661-276-2814,1,11/28/97,545-32-5742,213,"5' 3""",24,Nai2Xie2ho
149,female,Maddison,A,Charlton,FR,134 Dancing Dove Lane,Garden City,NY,11530,Dise2001,347-420-1625,1,7/15/01,079-42-5772,127.4,"5' 7""",24,IadaeMoh5ua
150,male,Tobias,T,Jonasson,SP,2683 Long Street,Ocala,FL,34471,Mink2000,352-287-0390,1,6/8/00,261-20-4530,170.9,"6' 0""",13,zaimueGh1vie
151,male,Peter,C,Cepeda,SR,4685 Oral Lake Road,Minneapolis,MN,55401,Prowhy,952-259-9249,1,7/24/96,473-22-4403,215.2,"6' 0""",12,iWai5ku6
152,female,Havanna,E,Bergqvist,JR,3856 Brooke Street,Houston,TX,77025,Ebothe,713-664-3958,1,6/26/99,628-44-0578,159.9,"5' 5""",15,ohK1ohRee
153,male,Hilding,N,Lindgren,SR,1750 Public Works Drive,Johnson City,TN,37601,Tings1996,423-366-6519,1,1/24/96,409-48-4000,179.5,"5' 7""",13,biju8OhHeish
