41,Ting,W,Tan,F,DH,1467 Timber Ridge Road,Walnut Grove,CA,95690,ttan@staff.university.com,ttan1230!,916-776-5567,1,1/19/89,609-51-5048,9
42,Bevis,V,Adler,M,TA,3317 Stoney Lonesome Road,Olyphant,PA,18447,badler@staff.university.com,badler1230!,570-383-4456,1,11/29/87,203-28-6042,1
43,Sébastien,C,Chandonnet,M,TA,2459 Frum Street,Nashville,TN,37201,schandonnet@staff.university.com,schandonnet1230!,615-313-8934,1,9/21/94,756-01-2595,2
44,Sheila,R,Stallings,F,TA,4181 American Drive,Camden,NJ,8104,sstallings@staff.university.com,sstallings1230!,856-245-2825,1,5/14/89,150-42-5323,4
45,Thomas,J,Flowers,M,AF,3185 Ferguson Street,Mansfield,MA,2048,tflowers@staff.university.com,tflowers1230!,508-509-1652,1,3/16/83,032-07-3088,2
46,Evie,A,Hudson,F,TF,3615 Hill Street,Mendon,OH,45862,ehudson@staff.university.com,ehudson1230!,419-795-5781,1,11/21/84,292-66-0655,2
47,John,D,Daniel,M,AF,4408 Arbor Court,Mountain View,WY,82939,jdaniel@staff.university.com,jdaniel1230!,307-320-0204,1,3/28/93,520-82-5695,4
48,Kyle,I,Porter,M,AF,343 Harter Street,Hamilton,OH,45011,kporter@staff.university.com,kporter1230!,937-665-7515,1,11/29/81,294-54-0464,4
49,Gladys,J,Echols,F,BT,2530 Half and Half Drive,West Palm Beach,FL,33401,gechols@staff.university.com,gechols1230!,561-222-0260,1,8/25/87,262-47-9057,16
50,Mary,D,Elliott,F,AF,1819 Crummit Lane,Omaha,NE,68102,melliott@staff.university.com,melliott1230!,402-249-1835,1,6/15/85,505-58-0271,4
51,Frances,E,Jared,F,BT,4646 Scheuvront Drive,Boulder,CO,80302,fjared@staff.university.com,fjared1230!,303-443-5893,1,7/13/86,523-50-9919,16
52,Kiera,J,Sheppard,F,AM,3311 Hott Street,Oklahoma City,OK,73128,ksheppard@staff.university.com,OK73128univ,405-589-4469,1,11/11/89,448-08-9524,15
53,Phillipa,O,Flamand,F,TA,4802 Pride Avenue,Brooklyn,NY,11212,pflamand@staff.university.com,pflamand1230!,718-345-0577,1,2/18/90,066-84-4812,5
54,Lyle,M,Godin,M,TF,4731 Star Route,Chicago,IL,60606,lgodin@staff.university.com,lgodin1230!,708-536-4526,1,11/2/95,323-48-9057,4
55,Terry,C,Smith,M,TF,2483 Elliott Street,Manchester,NH,3101,tsmith@staff.university.com,tsmith1230!,603-625-3636,1,6/17/81,001-98-5459,4
56,Delores,R,Castillo,F,BT,3757 Victoria Street,Baton Rouge,LA,70806,dcastillo@staff.university.com,dcastillo1230!,225-238-2221,1,3/13/90,662-03-0788,16
57,Harcourt,R,Mothé,M,AF,614 Fort Street,Seattle,WA,98101,hmothé@staff.university.com,hmothé1230!,253-254-1859,1,5/21/92,539-03-5977,5
58,Cameron,A,Macdonald,M,TF,1168 Spadafore Drive,Altoona,PA,16601,cmacdonald@staff.university.com,cmacdonald1230!,814-777-4630,1,10/20/93,201-78-0862,5
59,Robinette,V,Pariseau,F,TF,4447 Godfrey Street,Portland,OR,97204,rpariseau@staff.university.com,rpariseau1230!,503-616-5116,1,4/7/96,542-71-6347,5
60,Delmar,M,Laprise,M,TF,46 Derek Drive,Akron,OH,44308,dlaprise@staff.university.com,dlaprise1230!,330-410-6656,1,6/10/93,284-50-3351,5
61,William,E,Vernon,M,AF,96 Hill Croft Farm Road,Sacramento,CA,95814,wvernon@staff.university.com,wvernon1230!,530-454-4421,1,9/20/81,557-35-8554,5
62,Jessica,J,Kerr,F,AF,913 Parrill Court,Chicago,IN,60601,jkerr@staff.university.com,jkerr1230!,219-488-7963,1,12/20/95,311-80-6947,6
63,Ruth,C,Larson,F,TF,3767 Euclid Avenue,Santa Barbara,CA,93101,rlarson@staff.university.com,rlarson1230!,805-325-0295,1,3/7/93,622-09-9089,6
64,Guerin,E,Beauchemin,M,TF,669 Dancing Dove Lane,New York,NY,10011,gbeauchemin@staff.university.com,gbeauchemin1230!,347-581-5098,1,4/15/86,102-66-1938,6
65,Angela,R,Gonzalez,F,TF,1971 Hilltop Street,Springfield,MA,1103,agonzalez@staff.university.com,agonzalez1230!,413-674-8216,1,9/8/90,013-78-0802,6
66,Leonie,H,Babin,F,TA,2308 Brookview Drive,Kirbyville,TX,75956,lbabin@staff.university.com,lbabin1230!,409-420-1416,1,5/23/90,641-20-7725,6
67,Vera,R,Funderburk,F,DH,1721 Pennsylvania Avenue,Rahway,NJ,7065,vfunderburk@staff.university.com,vfunderburk1230!,732-382-9247,1,10/10/88,143-80-4579,10
68,Denice,D,Armstrong,F,TA,1004 Watson Street,Camden,NJ,8102,darmstrong@staff.university.com,darmstrong1230!,609-807-7437,1,3/17/83,149-13-6260,7
69,Daniel,B,Page,M,TA,1989 Andell Road,Springfield,TN,37172,dpage@staff.university.com,dpage1230!,615-212-3326,1,2/10/87,410-96-3713,8
70,Krystal,M,Chapman,F,AM,888 Cambridge Drive,Phoenix,AZ,85039,kchapman@staff.university.com,AZ85039univ,623-772-3283,1,6/19/95,526-83-3297,15
71,Isabella,M,Skinner,F,AM,178 Goosetown Drive,Asheville,NC,28801,iskinner@staff.university.com,NC28801univ,828-633-3594,1,6/11/88,237-66-1053,15
72,Michael,J,Lund,M,DH,4334 Sunny Glen Lane,Shaker Heights,OH,44120,mlund@staff.university.com,mlund1230!,216-752-1821,1,9/8/83,278-64-0783,11
73,Senapus,I,Veronneau,M,TF,4450 Dovetail Estates,Socaldwell,OK,67022,sveronneau@staff.university.com,sveronneau1230!,580-849-5199,1,9/28/95,443-60-8789,6
74,Travis,L,Vanlandingham,M,DH,455 Hillcrest Circle,Golden Valley,MN,55427,tvanlandingham@staff.university.com,tvanlandingham1230!,763-593-5494,1,8/24/79,474-66-4211,12
75,Hannah,H,Clark,F,TA,2338 Gordon Street,Pomona,CA,91766,hclark@staff.university.com,hclark1230!,909-542-3714,1,1/25/87,567-57-8129,11
76,Luca,D,Patel,M,TF,1378 Ashton Lane,Austin,TX,78701,lpatel@staff.university.com,lpatel1230!,512-479-2647,1,1/27/93,456-28-2572,7
77,Elise,B,Marshall,F,AM,1196 Joseph Street,Twin Lakes,WI,53181,emarshall@staff.university.com,WI53181univ,262-877-0558,1,11/11/82,389-07-0711,15
78,Benjamin,H,McCarthy,M,DH,3762 Jail Drive,Washington,IL,61571,bmccarthy@staff.university.com,bmccarthy1230!,309-886-9314,1,12/6/90,320-56-3144,13
79,Rosie,J,Humphries,F,AF,2420 Bloomfield Way,Canton,ME,4221,rhumphries@staff.university.com,rhumphries1230!,207-597-1311,1,10/16/86,004-30-6457,7
80,Tearlach,A,Jacques,M,AF,974 Clarksburg Park Road,St Michaels,AZ,86511,tjacques@staff.university.com,tjacques1230!,928-309-5647,1,1/16/92,765-03-2489,7
81,Brandon,O,Warner,M,TF,3652 Rivendell Drive,Navarre,OH,44662,bwarner@staff.university.com,bwarner1230!,330-879-9768,1,1/21/91,280-56-6313,7
82,Eric,C,Tuck,M,AF,2853 Elkview Drive,Fort Lauderdale,FL,33301,etuck@staff.university.com,etuck1230!,772-257-9548,1,9/7/80,263-54-2934,7
83,Tristan,J,Bazin,M,TF,1085 Godfrey Road,New York,NY,10019,tbazin@staff.university.com,tbazin1230!,212-541-3172,1,9/2/93,107-56-3050,8
84,Michelle,B,Schaefer,F,TF,4849 Kinney Street,Springfield,MA,1103,mschaefer@staff.university.com,mschaefer1230!,413-553-2213,1,9/1/82,022-10-6591,8
85,Summer,P,Fry,F,BT,1427 Randall Drive,Honolulu,HI,96819,sfry@staff.university.com,sfry1230!,808-852-1514,1,6/17/85,575-83-8234,16
86,André,B,Sylvain,M,TF,2658 Frosty Lane,Binghamton,NY,13904,asylvain@staff.university.com,asylvain1230!,607-742-4884,1,9/11/96,124-54-4245,8
87,Dreux,A,Théberge,M,AF,3561 Lake Floyd Circle,Hagerstown,MD,21740,dthéberge@staff.university.com,dthéberge1230!,301-992-7261,1,4/17/91,213-09-8203,8
88,Emily,E,Forster,F,AD,1276 Goldcliff Circle,Washington,DC,20002,eforster@staff.university.com,eforster1230!,202-546-5313,1,6/16/87,579-38-7913,1
89,Anthony,R,Bradshaw,M,BT,1658 Valley Lane,Austin,TX,78744,abradshaw@staff.university.com,abradshaw1230!,512-698-2603,1,6/28/81,453-12-0169,16
90,Frederic,A,Lepicier,M,BT,2965 Woodbridge Lane,Detroit,MI,48219,flepicier@staff.university.com,flepicier1230!,313-541-4120,1,10/15/95,380-66-9171,16
91,Zoe,B,West,F,TF,3717 Hewes Avenue,Baltimore,MD,21201,zwest@staff.university.com,zwest1230!,443-588-7349,1,9/1/86,220-13-4634,8
92,Paige,A,Doyon,F,TA,2004 Lawman Avenue,Washington,VA,20011,pdoyon@staff.university.com,pdoyon1230!,703-253-8226,1,9/8/94,228-08-9397,13
93,Lucy,F,Sullivan,F,TF,983 Glen Street,Paducah,KY,42003,lsullivan@staff.university.com,lsullivan1230!,270-329-8978,1,2/22/89,400-27-2413,9
94,Luis,J,Lewis,M,TF,1399 Seltice Way,Rathdrum,ID,83858,llewis@staff.university.com,llewis1230!,208-687-9704,1,6/4/91,519-62-9654,9
95,Étienne,B,Savoie,M,TF,3190 Caynor Circle,Teterboro,NJ,7608,ésavoie@staff.university.com,ésavoie1230!,908-531-1256,1,3/20/94,146-40-4839,9
96,Leverett,Y,Garreau,M,TF,637 Cecil Street,Chicago,IL,60605,lgarreau@staff.university.com,lgarreau1230!,312-293-0793,1,6/5/96,342-58-6329,9
97,Russell,P,Gendron,M,TF,2537 Saint James Drive,Harrisburg,PA,17101,rgendron@staff.university.com,rgendron1230!,717-494-8718,1,6/22/82,211-52-5686,9
98,Sennet,H,Faubert,M,AM,43 Eagle Street,Oakdale,IL,62268,sfaubert@staff.university.com,IL62268univ,618-329-3869,1,11/10/85,344-18-9309,15
99,Saber,F,Belisle,M,AM,4931 Calico Drive,Wenatchee,WA,98801,sbelisle@staff.university.com,WA98801univ,509-620-7804,1,10/23/93,538-42-8123,15
100,John,J,McAdoo,M,AF,2977 Fleming Street,Prattville,AL,36067,jmcadoo@staff.university.com,jmcadoo1230!,334-358-4154,1,11/12/92,424-33-9855,10
101,Joel,E,Mellor,M,AF,3738 Nutter Street,Buckner,MO,64016,jmellor@staff.university.com,jmellor1230!,816-249-6225,1,12/15/85,493-50-6292,10
102,Rachel,A,Potts,F,AM,3098 Denver Avenue,Irvine,CA,92614,rpotts@staff.university.com,CA92614univ,951-454-8071,1,6/1/82,609-04-0660,15
103,Merle,L,Giroux,M,AD,2402 Hart Street,Windsor,CT,6095,mgiroux@staff.university.com,mgiroux1230!,860-305-8525,1,10/6/81,047-76-7129,2
104,Tom,N,Perry,M,AD,2418 Clearview Drive,Denver,CO,80209,tperry@staff.university.com,tperry1230!,303-733-9239,1,6/10/93,650-24-0893,4
105,Rhonda,A,Conroy,F,AD,503 Elk Creek Road,Lithonia,GA,30058,rconroy@staff.university.com,rconroy1230!,770-484-2296,1,6/18/80,672-01-8879,5
106,Zachary,R,Bartlett,M,AD,2523 Bassel Street,New Orleans,LA,70112,zbartlett@staff.university.com,zbartlett1230!,985-474-9239,1,7/21/93,437-80-8074,6
107,Alacoque,J,Houde,F,AD,4033 Christie Way,Lexington,MA,2173,ahoude@staff.university.com,ahoude1230!,978-804-4074,1,3/17/80,033-36-9434,7
108,Stacie,J,Wenzel,F,AM,320 Wetzel Lane,Grand Rapids,MI,49503,swenzel@staff.university.com,MI49503univ,231-274-0537,1,11/16/86,382-58-7907,15
109,Ila,E,Beauchamps,F,TF,2655 Nuzum Court,Hamburg,NY,14075,ibeauchamps@staff.university.com,ibeauchamps1230!,716-648-8964,1,3/21/84,115-82-6616,10
110,Don,C,Wray,M,BT,3128 Highland View Drive,Sacramento,CA,95815,dwray@staff.university.com,dwray1230!,916-643-8763,1,10/1/93,565-24-2901,16
111,Cinderella,G,Couture,F,TF,4791 Frederick Street,Sacramento,CA,95827,ccouture@staff.university.com,ccouture1230!,916-255-6235,1,4/14/88,564-11-0584,10
112,Salvatore,G,Coto,M,TF,879 Clarksburg Park Road,Phoenix,AZ,85008,scoto@staff.university.com,scoto1230!,928-243-6276,1,11/1/91,764-36-8616,10
113,Tegan,A,Coates,F,AD,2901 Fairway Drive,Oakland,CA,94612,tcoates@staff.university.com,tcoates1230!,707-440-7193,1,6/22/81,570-28-8326,8
114,Tabor,A,Fongemie,M,AD,3171 Rubaiyat Road,Traverse City,MI,49686,tfongemie@staff.university.com,tfongemie1230!,231-640-6706,1,3/28/91,386-11-6252,9
115,Amitee,É,Huard,F,AD,4390 John Calvin Drive,Chicago,IL,60605,ahuard@staff.university.com,ahuard1230!,708-870-5170,1,2/13/79,323-68-4372,10
116,Tina,J,Whatley,F,AD,909 Mayo Street,Lexington,KY,40507,twhatley@staff.university.com,twhatley1230!,859-644-8841,1,12/5/79,407-37-6307,11
117,Chelsea,E,Moran,F,TF,2627 Lowes Alley,Saint Clairsville,OH,43950,cmoran@staff.university.com,cmoran1230!,740-310-7545,1,7/22/96,272-50-3968,11
118,Ellis,E,Smith,M,AD,3570 Rockford Road,Reno,NV,89502,esmith@staff.university.com,esmith1230!,775-250-3196,1,1/13/94,680-52-8903,12
119,James,M,Popp,M,TF,4964 Small Street,New York,NY,10017,jpopp@staff.university.com,jpopp1230!,212-863-1494,1,6/24/95,071-36-0024,11
120,Amélie,P,Mothé,F,TF,1167 Snowbird Lane,North Bend,NE,68649,amothé@staff.university.com,amothé1230!,402-652-1993,1,5/31/80,506-04-4384,11
121,Roscoe,M,Blackshear,M,TF,4166 Harley Vincent Drive,Cleveland,OH,44115,rblackshear@staff.university.com,rblackshear1230!,440-799-1751,1,12/10/91,278-12-8523,12
122,Anna,T,Mellor,F,TF,1373 Austin Secret Lane,Cainville,UT,84775,amellor@staff.university.com,amellor1230!,435-456-7230,1,3/11/89,647-54-5189,12
123,Laurette,P,Denis,F,AF,2606 Randolph Street,Brockton,MA,2401,ldenis@staff.university.com,ldenis1230!,508-685-8085,1,12/29/81,028-36-6088,12
124,Lane,C,Nelson,M,AF,843 Progress Way,Minneapolis,MN,55401,lnelson@staff.university.com,lnelson1230!,320-210-1148,1,7/28/81,475-07-9430,13
125,Solaine,R,Hébert,F,TF,3163 Caynor Circle,Jersey City,NJ,7305,shébert@staff.university.com,shébert1230!,908-517-7380,1,6/4/89,157-72-9474,13
126,Channing,H,Huot,M,AF,1959 Peck Court,Irvine,CA,92718,chuot@staff.university.com,chuot1230!,949-585-1821,1,3/20/86,606-17-2437,13
127,Florismart,G,Brunelle,M,TF,4959 Reynolds Alley,Los Angeles,CA,90017,fbrunelle@staff.university.com,fbrunelle1230!,562-278-9585,1,10/7/90,621-66-0695,13
128,Louie,E,Tucker,M,BT,189 Driftwood Road,Santa Clara,CA,95054,ltucker@staff.university.com,ltucker1230!,408-330-4002,1,12/19/82,570-22-4198,16
129,Abigail,P,Sullivan,F,TF,1676 Barnes Street,Orlando,FL,32822,asullivan@staff.university.com,asullivan1230!,407-273-7593,1,2/8/80,589-62-2884,14
130,Kian,M,Blake,M,DH,4202 Skips Lane,Yuma,AZ,85364,kblake@staff.university.com,kblake1230!,928-539-8047,1,8/11/92,765-38-6990,14
131,Maryse,E,Ricard,F,AD,4535 Collins Avenue,Dublin,OH,43017,mricard@staff.university.com,mricard1230!,614-798-6609,1,10/27/90,296-24-8100,13
132,Huon,M,Guimond,M,TF,700 Hannah Street,Hickory,NC,28601,hguimond@staff.university.com,hguimond1230!,828-368-7645,1,4/11/88,246-10-2248,14
133,Jack,M,Knowles,M,TF,1888 Browning Lane,Cortland,NY,13045,jknowles@staff.university.com,jknowles1230!,607-835-9307,1,7/30/91,105-94-1654,14
134,Davet,L,Dubé,M,AF,4616 Sherwood Circle,Clingman,NC,28694,ddubé@staff.university.com,ddubé1230!,336-984-1637,1,3/5/86,244-83-5458,14
135,Edward,A,Scott,M,TF,49 Tetrick Road,Avon Park,FL,33825,escott@staff.university.com,escott1230!,863-261-9879,1,5/7/87,264-14-3799,14
136,Rachel,B,Turner,F,AM,4454 Ingram Street,Belle Center,OH,43310,rturner@staff.university.com,OH43310univ,937-464-1878,1,3/14/92,288-46-3252,15
137,Bevis,V,Simard,M,AM,2138 Willow Greene Drive,Daleville,AL,36322,bsimard@staff.university.com,AL36322univ,334-255-7324,1,9/7/83,416-24-1564,15
138,Sydney,A,Echeverri,F,AM,818 Petunia Way,Birmingham,AL,35217,secheverri@staff.university.com,AL35217univ,205-808-0311,1,5/5/92,423-08-0283,15
139,Chloe,S,Hodgson,F,AM,1 Gandy Street,Syracuse,NY,13202,chodgson@staff.university.com,NY13202univ,315-235-9967,1,11/21/89,073-05-8208,15
140,Ancelina,R,Ruest,F,AM,177 Tavern Place,Lakewood,CO,80227,aruest@staff.university.com,CO80227univ,303-989-3637,1,4/27/88,651-36-7332,15
141,Melissa,J,Connolly,F,AM,2674 Clarence Court,Irvine,CA,92614,mconnolly@staff.university.com,CA92614univ,909-961-1059,1,10/28/82,562-73-6146,15
